id_anuncio,id_host,nombre_host,cantidad_anuncios_host,cantidad_total_anuncios_host,barrio,latitud,longitud,tipo_alojamiento,capacidad,precio,noches_minimas,noches_maximas,puntuacion_general,puntuacion_ubicacion,puntuacion_valor,licencia,last_scraped,precio_por_persona,tipo_host,tipo_licencia
1376012590107118769,265193861,BeBarceloner,162,175,Sants,41.3744985,2.1354894,Entire home/apt,7,292.0,2,330,5.0,5.0,5.0,HUTB-000157,2025-09-15,41.71,professional,Licensed
1376021070396671685,74069877,Dharmesh,4,4,el Barri Gòtic,41.38275,2.17627,Private room,2,103.0,2,365,4.14,5.0,4.0,HUTB-222025,2025-09-15,51.5,professional,Licensed
1376023216069655797,656758007,Veronica,2,2,la Sagrada Família,41.40129898523197,2.175033334560913,Private room,1,45.0,31,365,,,,,2025-09-15,45.0,professional,No license
1376026554209306537,74069877,Dharmesh,4,4,el Barri Gòtic,41.38269867890693,2.176163551024286,Private room,2,97.0,2,365,4.4,5.0,3.8,HUTB-222025,2025-09-15,48.5,professional,Licensed
1376059743598478182,346367515,Ukio,904,966,Sant Antoni,41.37938,2.15764,Entire home/apt,6,121.0,32,330,,,,ESFCNT00000806900006278600000000000000000000000000001,2025-09-15,20.17,professional,Licensed
1376072326544240146,346367515,Ukio,904,966,el Putxet i el Farró,41.40914762034371,2.138752497281869,Entire home/apt,4,,32,330,5.0,5.0,5.0,ESFCNT00000806300028264900000000000000000000000000007,2025-09-15,,professional,Licensed
1376080208702468249,407118696,Mossaab,32,64,la Dreta de l'Eixample,41.39557,2.16122,Entire home/apt,4,296.0,31,365,,,,Exempt,2025-09-15,74.0,professional,Exempt
1376082900651731384,421951491,Mireia,1,1,la Nova Esquerra de l'Eixample,41.3823392,2.1567397,Entire home/apt,6,159.0,2,200,4.89,4.89,4.89,HUTB-557188,2025-09-15,26.5,individual,Licensed
1376086452205582107,407118696,Mossaab,32,64,el Barri Gòtic,41.38358,2.17789,Entire home/apt,4,285.0,31,365,,,,Exempt,2025-09-15,71.25,professional,Exempt
1376105241654714185,1447144,Jacob,426,618,la Dreta de l'Eixample,41.397341908689896,2.1706195103003734,Entire home/apt,4,309.0,1,330,,,,ESHFTU000008054000523177003000000000000000HUTB0100558,2025-09-15,77.25,professional,Licensed
1376107872097638768,1447144,Jacob,426,618,la Dreta de l'Eixample,41.3971317431817,2.1709926917018336,Entire home/apt,4,309.0,1,330,,,,ESHFTU000008054000523177004000000000000000HUTB0100564,2025-09-15,77.25,professional,Licensed
1376110391303156422,1414702,Ferran,24,106,"Sant Pere, Santa Caterina i la Ribera",41.38736230815877,2.1797862812099376,Entire home/apt,2,80.0,21,365,1.0,3.0,1.0,HUTB-077545,2025-09-15,40.0,professional,Licensed
1376125873143639173,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39777,2.17083,Entire home/apt,8,618.0,1,330,,,,ESHFTU000008054000523177001000000000000000HUTB0097102,2025-09-15,77.25,professional,Licensed
1376175475444631138,570588212,Graciela,9,13,les Corts,41.39230181630299,2.143662401691039,Private room,1,87.0,13,365,4.67,5.0,5.0,Exempt,2025-09-15,87.0,professional,Exempt
1376184723317079756,570588212,Graciela,9,13,el Raval,41.38011676448922,2.1648820676259537,Private room,2,100.0,4,365,4.14,4.71,3.86,Exempt,2025-09-15,50.0,professional,Exempt
1376189482984513107,570588212,Graciela,9,13,les Corts,41.392159682542655,2.143451573264647,Private room,1,45.0,13,365,3.0,3.0,3.0,Exempt,2025-09-14,45.0,professional,Exempt
1376193783833935112,565889995,Jeimy Tatiana,2,2,la Sagrada Família,41.4020784699449,2.1732590747674085,Private room,1,59.0,2,10,4.72,4.96,4.76,Exempt,2025-09-15,59.0,professional,Exempt
1376199104930527910,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39205,2.17046,Entire home/apt,12,,1,330,,,,ESFCTU00D108054000208203000000000000000000HUTB0040714,2025-09-15,,professional,Licensed
1376204506032383587,15090282,Daniel,2,5,l'Antiga Esquerra de l'Eixample,41.39076013924529,2.1472286171909456,Private room,1,40.0,31,60,,,,,2025-09-14,40.0,professional,No license
1376218061920803558,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39248630183572,2.170004125549769,Entire home/apt,12,1122.0,1,330,,,,ESFCTU00D108054000208203000000000000000000HUTB0040707,2025-09-15,93.5,professional,Licensed
1376407357185128034,349182794,Daniel,2,2,la Dreta de l'Eixample,41.39507401167593,2.16602124273777,Private room,2,80.0,1,365,4.23,4.86,4.36,Exempt,2025-09-15,40.0,professional,Exempt
1376596403035281826,662778254,Juan Lucas,11,20,el Raval,41.380190287178166,2.171740810059377,Private room,2,130.0,2,90,4.65,4.91,4.57,Exempt,2025-09-15,65.0,professional,Exempt
1376648852435177038,675078827,Buenaventura,12,12,el Poblenou,41.39958668576322,2.207216216532908,Entire home/apt,6,190.0,31,270,,,,ESFCNT00000807200109574500000000000000000000000000007,2025-09-15,31.67,professional,Licensed
1376674283476335922,221480824,Alvaro,290,339,la Sagrada Família,41.40483622892457,2.171433401734713,Private room,1,45.0,60,1125,,,,ESHFNT00000807300034514500300000000000000000000000005,2025-09-14,45.0,professional,Licensed
1376681326984320407,221480824,Alvaro,290,339,la Sagrada Família,41.4031,2.17147,Private room,1,36.0,60,1125,,,,ESHFNT00000807300034514500400000000000000000000000004,2025-09-15,36.0,professional,Licensed
1376698939331320090,221480824,Alvaro,290,339,la Sagrada Família,41.40466412530994,2.172941038562739,Private room,1,34.0,60,1125,,,,ESHFNT00000807300034514500100000000000000000000000007,2025-09-14,34.0,professional,Licensed
1376703980878376029,221480824,Alvaro,290,339,la Sagrada Família,41.40503562597171,2.1714111154867752,Private room,1,38.0,60,1125,,,,ESHFNT00000807300034514500200000000000000000000000006,2025-09-14,38.0,professional,Licensed
1376721595204223616,221480824,Alvaro,290,339,Vallcarca i els Penitents,41.40892,2.1473,Private room,1,28.0,60,1125,,,,ESHFNT00000806300016612300100000000000000000000000003,2025-09-15,28.0,professional,Licensed
1376733166596147684,221480824,Alvaro,290,339,Vallcarca i els Penitents,41.410507169707,2.1470873444096594,Private room,1,36.0,60,1125,,,,ESHFNT00000806300016612300400000000000000000000000000,2025-09-15,36.0,professional,Licensed
1376739205652539546,221480824,Alvaro,290,339,Vallcarca i els Penitents,41.411116018703744,2.146609000378758,Private room,1,30.0,60,1125,,,,ESHFNT00000806300016612300500000000000000000000000009,2025-09-15,30.0,professional,Licensed
1376803859104806752,662778254,Juan Lucas,11,20,el Barri Gòtic,41.38226388293431,2.1736070168784134,Private room,2,,2,90,4.19,4.38,4.14,Exempt,2025-09-15,,professional,Exempt
1376810574430794096,126280451,Roland,52,92,la Vila de Gràcia,41.4036025,2.1610817,Entire home/apt,4,88.0,32,365,,,,Exempt,2025-09-15,22.0,professional,Exempt
1376818440867945420,551826053,Alex,8,10,"Sant Pere, Santa Caterina i la Ribera",41.38593,2.18109,Entire home/apt,2,65.0,32,365,5.0,4.5,4.5,Exempt,2025-09-15,32.5,professional,Exempt
1376835842031336452,221480824,Alvaro,290,339,el Putxet i el Farró,41.40883,2.14511,Private room,2,50.0,60,1125,,,,ESHFNT00000806300016612300300000000000000000000000001,2025-09-15,25.0,professional,Licensed
1376840766920412315,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39728,2.17101,Entire home/apt,8,618.0,1,330,,,,ESHFTU000008054000523177003000000000000000HUTB0100558,2025-09-15,77.25,professional,Licensed
1376844860942375982,1447144,Jacob,426,618,la Dreta de l'Eixample,41.3971,2.17199,Entire home/apt,8,618.0,1,330,,,,ESHFTU000008054000523177004000000000000000HUTB0100564,2025-09-15,77.25,professional,Licensed
1376853906451769036,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39690408622312,2.1719912208399084,Entire home/apt,12,926.0,1,330,,,,ESHFTU000008054000523177001000000000000000HUTB0097102,2025-09-15,77.17,professional,Licensed
1376857543986403236,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39503990729101,2.1717363336780133,Entire home/apt,16,1235.0,1,330,,,,ESHFTU000008054000523177004000000000000000HUTB0100564,2025-09-15,77.19,professional,Licensed
1376861581190016240,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39547,2.17032,Entire home/apt,16,,1,330,,,,ESHFTU000008054000523177005000000000000000HUTB0100570,2025-09-15,,professional,Licensed
1376870359981315686,546114750,Bohdan,2,3,el Congrés i els Indians,41.42230330860793,2.182030429074324,Private room,2,74.0,1,365,4.73,4.64,4.36,Exempt,2025-09-14,37.0,professional,Exempt
1376873511170320399,546114750,Bohdan,2,3,el Congrés i els Indians,41.42186956955103,2.182806089897785,Private room,2,62.0,1,365,4.43,4.71,3.86,Exempt,2025-09-14,31.0,professional,Exempt
1376879350481053133,662778254,Juan Lucas,11,20,el Barri Gòtic,41.38221,2.17369,Private room,2,,2,90,4.39,4.87,4.3,Exempt,2025-09-15,,professional,Exempt
1377374632349048295,573785151,Prime,2,3,el Besòs i el Maresme,41.4113953,2.2189071,Entire home/apt,5,224.0,32,365,,,,Exempt,2025-09-14,44.8,professional,Exempt
1378237144998682265,661613007,Raquel,47,50,Sant Gervasi - Galvany,41.40025935226296,2.137776260704689,Entire home/apt,6,141.0,32,335,,,,,2025-09-14,23.5,professional,No license
1378308558954645370,437142399,Yolanda,1,1,la Vila de Gràcia,41.399746471530136,2.154674148837564,Entire home/apt,4,159.0,1,330,4.78,4.78,4.63,HUTB-010358,2025-09-15,39.75,individual,Licensed
1378792308722379129,180908619,Dan,63,103,la Sagrada Família,41.40566705948453,2.1794512239954087,Private room,2,30.0,31,270,,,,Exempt,2025-09-15,15.0,professional,Exempt
1378856491637591454,180908619,Dan,63,103,la Sagrada Família,41.40603,2.18124,Private room,2,35.0,31,270,5.0,5.0,5.0,Exempt,2025-09-15,17.5,professional,Exempt
1378902702917054452,180908619,Dan,63,103,la Sagrada Família,41.404065042788574,2.179672350659476,Private room,1,23.0,31,270,5.0,5.0,5.0,Exempt,2025-09-15,23.0,professional,Exempt
1378910638853832385,21726991,Silvia,293,701,les Corts,41.387598872649015,2.1371629339474083,Entire home/apt,3,128.0,31,365,,,,,2025-09-14,42.67,professional,No license
1378957883416600226,180908619,Dan,63,103,la Sagrada Família,41.40575,2.17916,Private room,2,42.0,31,270,,,,Exempt,2025-09-15,21.0,professional,Exempt
1379002593692024936,180908619,Dan,63,103,la Sagrada Família,41.4060074734849,2.1795041881551867,Private room,1,23.0,31,270,,,,Exempt,2025-09-15,23.0,professional,Exempt
1379023760435375739,221480824,Alvaro,290,339,el Raval,41.38114,2.1711,Private room,1,37.0,60,1125,,,,,2025-09-15,37.0,professional,No license
1379026309141233528,26193907,Gerardo,7,32,la Sagrada Família,41.40174,2.17562,Entire home/apt,4,192.0,1,365,4.73,4.86,4.59,HUTB-013066,2025-09-15,48.0,professional,Licensed
1379034834672997423,221480824,Alvaro,290,339,el Raval,41.38195,2.16888,Private room,1,37.0,60,1125,,,,,2025-09-15,37.0,professional,No license
1379047926046556646,221480824,Alvaro,290,339,el Raval,41.38335,2.16928,Private room,1,26.0,60,1125,,,,,2025-09-15,26.0,professional,No license
1379347016736225071,101467894,Jianyu,1,1,Sants,41.38394,2.14105,Private room,2,67.0,31,180,,,,,2025-09-14,33.5,individual,No license
1379505724200088232,26193907,Gerardo,7,32,la Sagrada Família,41.40353722627798,2.1775063355677458,Entire home/apt,2,173.0,1,365,5.0,5.0,4.83,HUTB-013065,2025-09-15,86.5,professional,Licensed
1379554715587860832,296515283,Francisco,4,7,la Dreta de l'Eixample,41.3945677,2.1722266,Shared room,6,45.0,1,365,4.71,4.71,4.57,AJ-000483,2025-09-15,7.5,professional,Licensed
1379562849653288037,4459553,AB Apartment Barcelona,232,275,la Vila de Gràcia,41.40645534628268,2.152407086119346,Entire home/apt,4,141.0,1,1125,4.43,4.29,4.0,HUTB-002327,2025-09-15,35.25,professional,Licensed
1379563933284185855,4459553,AB Apartment Barcelona,232,275,el Poble Sec,41.37295298686412,2.1629098652846124,Entire home/apt,4,179.0,1,1125,4.56,4.33,3.78,HUTB-071396,2025-09-15,44.75,professional,Licensed
1379564571090428807,4459553,AB Apartment Barcelona,232,275,el Fort Pienc,41.399473345050126,2.178312642349288,Entire home/apt,4,224.0,1,1125,4.67,4.75,4.5,HUTB-011544,2025-09-15,56.0,professional,Licensed
1379565974919836083,4459553,AB Apartment Barcelona,232,275,la Sagrada Família,41.40615356108553,2.1803091800290986,Entire home/apt,5,175.0,1,1125,4.15,4.77,4.08,HUTB-004224,2025-09-15,35.0,professional,Licensed
1379566813423012124,4459553,AB Apartment Barcelona,232,275,la Dreta de l'Eixample,41.396675454832014,2.170855240585342,Entire home/apt,8,261.0,1,1125,4.67,4.89,4.67,HUTB-007565,2025-09-15,32.62,professional,Licensed
1379577927478923669,346367515,Ukio,904,966,Sant Gervasi - Galvany,41.39836,2.14359,Entire home/apt,6,183.0,32,330,,,,ESFCNT00000805900015411600000000000000000000000000009,2025-09-15,30.5,professional,Licensed
1379601572841803887,221480824,Alvaro,290,339,el Raval,41.38321,2.169,Private room,1,30.0,60,1125,,,,,2025-09-15,30.0,professional,No license
1379608111569795917,221480824,Alvaro,290,339,el Raval,41.38301,2.16953,Private room,1,34.0,60,1125,,,,,2025-09-15,34.0,professional,No license
1379617430819734301,180908619,Dan,63,103,la Sagrada Família,41.40583633451557,2.1797288109315573,Private room,1,22.0,31,270,,,,Exempt,2025-09-15,22.0,professional,Exempt
1379635479252200527,221480824,Alvaro,290,339,la Dreta de l'Eixample,41.40000974009251,2.1698201862906887,Private room,1,31.0,60,1125,3.5,4.5,3.0,,2025-09-15,31.0,professional,No license
1379640810866479074,520153506,ALLforFLAT,12,13,Provençals del Poblenou,41.410618059546536,2.1981660299307912,Entire home/apt,7,207.0,7,365,5.0,4.5,5.0,HUTB-067468,2025-09-15,29.57,professional,Licensed
1379646364075586160,221480824,Alvaro,290,339,la Dreta de l'Eixample,41.39998,2.16907,Private room,1,30.0,60,1125,,,,,2025-09-15,30.0,professional,No license
1379671832168889549,679121771,Rafaela,4,4,el Poble Sec,41.3734009,2.1656504,Shared room,1,20.0,1,365,5.0,4.5,5.0,AJ-000668,2025-09-15,20.0,professional,Licensed
1379673584038995374,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39209829879403,2.1714521106429934,Entire home/apt,6,,1,330,,,,ESFCTU00C108054000208203000000000000000000HUTB0040876,2025-09-15,,professional,Licensed
1379675567990284899,679121771,Rafaela,4,4,el Poble Sec,41.3734009,2.1656504,Shared room,1,20.0,1,365,5.0,5.0,5.0,AJ-000668,2025-09-15,20.0,professional,Licensed
1379678358824049224,679121771,Rafaela,4,4,el Poble Sec,41.372497855872,2.1663737312070013,Shared room,1,20.0,1,365,4.0,4.5,4.0,AJ-000668,2025-09-15,20.0,professional,Licensed
1379697197172209746,221480824,Alvaro,290,339,la Dreta de l'Eixample,41.40207676729851,2.169610888585616,Private room,1,30.0,60,1125,,,,,2025-09-15,30.0,professional,No license
1379709744481057139,1447144,Jacob,426,618,la Dreta de l'Eixample,41.3939,2.1704,Entire home/apt,6,561.0,1,330,,,,ESFCTU00C108054000208203000000000000000000HUTB0040883,2025-09-15,93.5,professional,Licensed
1379720354809911268,221480824,Alvaro,290,339,la Dreta de l'Eixample,41.401385465843866,2.1702438340163748,Private room,2,30.0,60,1125,3.0,5.0,3.0,,2025-09-15,15.0,professional,No license
1379722885695402557,661257618,Carolina,1,1,el Raval,41.38018387389664,2.168447959391425,Private room,2,109.0,2,10,4.88,4.75,4.69,Exempt,2025-09-15,54.5,individual,Exempt
1379725300582682002,86278272,Juan Albert,9,17,les Corts,41.39132,2.14328,Entire home/apt,4,203.0,1,365,5.0,4.76,4.81,HUTB-001036,2025-09-14,50.75,professional,Licensed
1379727904606873000,221480824,Alvaro,290,339,la Sagrada Família,41.40212,2.17151,Private room,1,40.0,60,1125,,,,ESHFNT00ZZ0807300034350900200000000000000000000000004,2025-09-15,40.0,professional,Licensed
1379734946467426739,221480824,Alvaro,290,339,la Dreta de l'Eixample,41.40001,2.17168,Private room,1,36.0,60,1125,5.0,5.0,4.0,ESHFNT00ZZ0807300034350900100000000000000000000000005,2025-09-15,36.0,professional,Licensed
1379741495234981855,221480824,Alvaro,290,339,la Sagrada Família,41.40167,2.17174,Private room,1,28.0,60,1125,,,,ESHFNT00ZZ0807300034350900400000000000000000000000002,2025-09-15,28.0,professional,Licensed
1379754069279545040,221480824,Alvaro,290,339,la Sagrada Família,41.40181,2.17363,Private room,1,30.0,60,1125,3.0,5.0,3.0,ESHFNT00ZZ0807300034350900300000000000000000000000003,2025-09-15,30.0,professional,Licensed
1379761620300932178,221480824,Alvaro,290,339,Sant Gervasi - Galvany,41.39976565527432,2.1467198280131754,Private room,2,46.0,60,1125,,,,ESHFNT00000805900022325600300000000000000000000000007,2025-09-15,23.0,professional,Licensed
1379765620733498602,1447144,Jacob,426,618,la Dreta de l'Eixample,41.39199209558624,2.172012019597681,Entire home/apt,6,,1,330,,,,ESFCTU00D108054000208203000000000000000000HUTB0040714,2025-09-15,,professional,Licensed
1379769674066149466,221480824,Alvaro,290,339,Sant Gervasi - Galvany,41.39838,2.14555,Private room,1,62.0,60,1125,5.0,5.0,5.0,ESHFNT00000805900022325600100000000000000000000000009,2025-09-15,62.0,professional,Licensed
1379834759043166018,658957084,Enrique,20,21,l'Antiga Esquerra de l'Eixample,41.38526,2.15789,Entire home/apt,12,161.0,3,365,4.63,4.88,4.5,ESFCTU00000805600035034000000000000000000HUTB-0097433,2025-09-15,13.42,professional,Licensed
1379927904274608080,662778254,Juan Lucas,11,20,el Barri Gòtic,41.38183693112991,2.1738061926512287,Private room,2,105.0,3,90,4.5,4.68,4.21,Exempt,2025-09-15,52.5,professional,Exempt
1380223666975498479,221480824,Alvaro,290,339,el Putxet i el Farró,41.40709,2.14325,Private room,1,24.0,60,1125,,,,ESHFNT00000805900038606700300000000000000000000000007,2025-09-15,24.0,professional,Licensed
1380248380946520434,685123044,Oriol,5,5,el Barri Gòtic,41.380939,2.1796095,Private room,2,,1,365,,,,HB-004730,2025-09-15,,professional,Licensed
1380248801044798312,685123044,Oriol,5,5,el Barri Gòtic,41.380939,2.1796095,Private room,2,,1,365,,,,HB-004730,2025-09-15,,professional,Licensed
1380290612330794771,221480824,Alvaro,290,339,el Putxet i el Farró,41.406704480771786,2.1438612938382864,Private room,1,32.0,60,1125,,,,ESHFNT00000805900038606700600000000000000000000000004,2025-09-15,32.0,professional,Licensed
1380305747218435698,58993125,Albert,45,58,la Vila de Gràcia,41.4076542,2.156477600000001,Entire home/apt,4,90.0,32,334,,,,Exempt,2025-09-15,22.5,professional,Exempt
1380308223878395592,221480824,Alvaro,290,339,el Putxet i el Farró,41.4065531763507,2.141926841214816,Private room,1,30.0,60,1125,,,,ESHFNT00000805900038606700200000000000000000000000008,2025-09-15,30.0,professional,Licensed
1380316785350334095,221480824,Alvaro,290,339,el Putxet i el Farró,41.40676449455777,2.1423468085138726,Private room,1,30.0,60,1125,,,,ESHFNT00000805900038606700400000000000000000000000006,2025-09-15,30.0,professional,Licensed
1380330374117802104,221480824,Alvaro,290,339,el Putxet i el Farró,41.40498267389844,2.141713984967161,Private room,1,36.0,60,1125,,,,ESHFNT00000805900038606700700000000000000000000000003,2025-09-15,36.0,professional,Licensed
1380334396557406903,221480824,Alvaro,290,339,el Putxet i el Farró,41.40645,2.14165,Private room,1,26.0,60,1125,,,,ESHFNT00000805900038606700100000000000000000000000009,2025-09-15,26.0,professional,Licensed
1380338426041003616,221480824,Alvaro,290,339,el Putxet i el Farró,41.40500877049763,2.1425708189521697,Private room,2,28.0,60,1125,,,,ESHFNT00000805900038606700800000000000000000000000002,2025-09-15,14.0,professional,Licensed
1380343135775628254,685144514,Norma,7,7,"Sant Pere, Santa Caterina i la Ribera",41.38874,2.17599,Private room,2,,1,365,4.94,4.9,4.81,HB-475540,2025-09-15,,professional,Licensed
1380343136004404296,685144514,Norma,7,7,"Sant Pere, Santa Caterina i la Ribera",41.38874,2.17599,Private room,2,,1,365,5.0,5.0,5.0,HB-475540,2025-09-15,,professional,Licensed
1380343298990122714,685144514,Norma,7,7,"Sant Pere, Santa Caterina i la Ribera",41.38874,2.17599,Private room,2,,1,365,4.89,5.0,4.67,HB-475540,2025-09-15,,professional,Licensed
1380343309501765508,685144514,Norma,7,7,"Sant Pere, Santa Caterina i la Ribera",41.38874,2.17599,Private room,2,,1,365,5.0,5.0,5.0,HB-475540,2025-09-15,,professional,Licensed
1380343435190777979,685144514,Norma,7,7,"Sant Pere, Santa Caterina i la Ribera",41.38874,2.17599,Private room,2,,1,365,5.0,5.0,5.0,HB-475540,2025-09-15,,professional,Licensed
1380343572373521549,685144514,Norma,7,7,"Sant Pere, Santa Caterina i la Ribera",41.38874,2.17599,Private room,2,,1,365,5.0,5.0,4.0,HB-475540,2025-09-15,,professional,Licensed
1380344661913983023,265193861,BeBarceloner,162,175,la Nova Esquerra de l'Eixample,41.3820268,2.147691,Entire home/apt,3,318.0,2,330,5.0,5.0,5.0,HUTB-075693,2025-09-14,106.0,professional,Licensed
1380358679812588207,685144662,Iñigo,5,5,el Raval,41.3850256,2.1700408,Private room,2,,1,365,5.0,5.0,5.0,HB-004883,2025-09-15,,professional,Licensed
1380358679971499059,685144662,Iñigo,5,5,l'Antiga Esquerra de l'Eixample,41.3841071,2.1598546,Private room,2,,1,365,5.0,5.0,4.83,HB-004883,2025-09-15,,professional,Licensed
1380358881255706149,685144662,Iñigo,5,5,el Raval,41.3850256,2.1700408,Private room,2,,1,365,5.0,4.94,4.85,HB-004883,2025-09-15,,professional,Licensed
1380358911154363785,685144751,Norma,4,4,"Sant Pere, Santa Caterina i la Ribera",41.3889808,2.1760942,Private room,2,,1,365,4.93,4.95,4.83,Exempt,2025-09-15,,professional,Exempt
1380358911164191381,685144751,Norma,4,4,"Sant Pere, Santa Caterina i la Ribera",41.3889808,2.1760942,Private room,2,,1,365,,,,Exempt,2025-09-15,,professional,Exempt
1380358961887368085,265193861,BeBarceloner,162,175,la Nova Esquerra de l'Eixample,41.3820268,2.147691,Entire home/apt,4,284.0,2,330,4.67,5.0,4.67,HUTB-076370,2025-09-14,71.0,professional,Licensed
1380359029998158314,685144751,Norma,4,4,"Sant Pere, Santa Caterina i la Ribera",41.3889808,2.1760942,Private room,2,,1,365,,,,Exempt,2025-09-15,,professional,Exempt
1380359039888993914,685144751,Norma,4,4,"Sant Pere, Santa Caterina i la Ribera",41.3889808,2.1760942,Private room,2,,1,365,,,,Exempt,2025-09-15,,professional,Exempt
1380408992156437901,1447144,Jacob,426,618,la Dreta de l'Eixample,41.392603880019536,2.1698252818502897,Entire home/apt,12,1122.0,1,330,,,,ESFCTU00B108054000208203000000000000000000HUTB0040730,2025-09-15,93.5,professional,Licensed
1380421474508683001,221480824,Alvaro,290,339,el Guinardó,41.41748,2.16941,Private room,1,37.0,60,1125,,,,ESHFNT00000805800072967600100000000000000000000000005,2025-09-14,37.0,professional,Licensed
1380421978473087958,221480824,Alvaro,290,339,el Guinardó,41.418289202124,2.169306488496276,Private room,1,32.0,60,1125,,,,ESHFNT00000805800072967600400000000000000000000000002,2025-09-14,32.0,professional,Licensed
1380429361780747428,120739476,Mihaela,2,2,la Bordeta,41.372041,2.1407138,Entire home/apt,2,155.0,3,365,4.92,4.62,4.65,ESFCTU00000806500127978900000000000000000HUTB-0110918,2025-09-14,77.5,professional,Licensed
1380429948294512058,38960415,Elo,2,2,el Camp d'en Grassot i Gràcia Nova,41.407378136604834,2.161983455535193,Private room,1,65.0,3,365,5.0,5.0,5.0,Exempt,2025-09-14,65.0,professional,Exempt
1380433046854029667,221480824,Alvaro,290,339,el Guinardó,41.41889375537161,2.168128139920567,Private room,1,36.0,60,1125,,,,ESHFNT00000805800072967600500000000000000000000000001,2025-09-14,36.0,professional,Licensed
1380433551146979989,221480824,Alvaro,290,339,el Guinardó,41.41863145397491,2.169507479342284,Private room,1,36.0,60,1125,5.0,5.0,5.0,ESHFNT00000805800072967600300000000000000000000000003,2025-09-14,36.0,professional,Licensed
1380435064405082581,221480824,Alvaro,290,339,el Guinardó,41.41717118043142,2.169373995340019,Private room,1,36.0,60,1125,,,,ESHFNT00000805800072967600600000000000000000000000000,2025-09-14,36.0,professional,Licensed
1380468117242242301,568367896,Canela Homes,16,19,el Barri Gòtic,41.38053,2.17754,Entire home/apt,4,334.0,32,1125,5.0,5.0,5.0,,2025-09-15,83.5,professional,No license
1380478365820140640,568367896,Canela Homes,16,19,el Barri Gòtic,41.38008,2.17757,Entire home/apt,4,120.0,32,1125,5.0,4.0,5.0,,2025-09-15,30.0,professional,No license
1380480341129835698,684091840,Victor,1,1,la Nova Esquerra de l'Eixample,41.3841322,2.1441769,Entire home/apt,6,146.0,2,365,4.42,5.0,4.5,HUTB-003156,2025-09-14,24.33,individual,Licensed
1380488215167940783,1447144,Jacob,426,618,la Dreta de l'Eixample,41.394102469756085,2.1720515770155537,Entire home/apt,12,1122.0,1,330,,,,ESFCTU00C108054000208203000000000000000000HUTB0040876,2025-09-15,93.5,professional,Licensed
1380510013299229945,17394258,Mauro,2,2,el Barri Gòtic,41.38057784294736,2.179105386353449,Entire home/apt,2,85.0,32,360,5.0,5.0,5.0,,2025-09-15,42.5,professional,No license
1381073455045647607,19646204,Nazareno Julio,6,12,Sants,41.37545,2.13457,Entire home/apt,2,110.0,3,365,4.89,4.78,4.33,Exempt,2025-09-15,55.0,professional,Exempt
1381121238274076534,54320669,Juan,18,18,el Fort Pienc,41.3980323,2.1762578,Entire home/apt,3,161.0,1,365,4.6,4.93,4.27,ESFCTU00000807300043609600000000000000000HUTB-0024325,2025-09-15,53.67,professional,Licensed
1381171173665287021,4459553,AB Apartment Barcelona,232,275,el Poble Sec,41.37273040479058,2.16447414203802,Entire home/apt,7,236.0,1,1125,4.5,5.0,4.75,HUTB-079101,2025-09-15,33.71,professional,Licensed
1381171851419372213,4459553,AB Apartment Barcelona,232,275,el Poble Sec,41.374528475929885,2.162914904194473,Entire home/apt,7,119.0,1,1125,5.0,4.75,4.75,HUTB-078901,2025-09-15,17.0,professional,Licensed
1381673219143631104,221480824,Alvaro,290,339,el Barri Gòtic,41.380143814038064,2.178916730079568,Private room,2,46.0,60,1125,,,,ESHFNT00000811900000121301000000000000000000000000001,2025-09-15,23.0,professional,Licensed
1381675232003718433,221480824,Alvaro,290,339,el Barri Gòtic,41.380316170243205,2.1789377226464093,Private room,2,56.0,60,1125,,,,ESHFNT00000811900000121300900000000000000000000000005,2025-09-15,28.0,professional,Licensed
1381706040906781977,550521861,Maria Azucena,102,112,la Dreta de l'Eixample,41.399802,2.1639203,Private room,1,63.0,31,365,,,,,2025-09-15,63.0,professional,No license
1381713484860110134,221480824,Alvaro,290,339,el Barri Gòtic,41.38031426450157,2.177993637374034,Private room,1,40.0,32,334,,,,ESHFNT00000811900000121301200000000000000000000000009,2025-09-15,40.0,professional,Licensed
1381713667338923064,221480824,Alvaro,290,339,el Barri Gòtic,41.38023185094501,2.179353168283095,Private room,2,46.0,60,1125,,,,ESHFNT00000811900000121300800000000000000000000000006,2025-09-15,23.0,professional,Licensed
1381723050617265065,221480824,Alvaro,290,339,el Barri Gòtic,41.3809723485028,2.1774873208521277,Private room,2,48.0,60,1125,,,,ESHFNT00000811900000121300700000000000000000000000007,2025-09-15,24.0,professional,Licensed
1381723230569898013,221480824,Alvaro,290,339,el Barri Gòtic,41.380357073669,2.177913288288609,Private room,1,,60,1125,3.0,5.0,4.0,ESHFNT00000811900000121301100000000000000000000000000,2025-09-15,,professional,Licensed
